parent_asin,product_title,brand,main_category,category_l1,category_l2,category_l3,price,price_missing,average_rating,rating_number,demand_proxy,review_count,avg_review_rating,avg_helpful_vote,total_helpful_vote,verified_purchase_ratio,avg_review_text_length,first_review_date,last_review_date,weighted_rating_signal,value_score
B0BP97PQJ9,"EXPAWLORER 6 Pack Double Sides Anti-Slip Dog Socks - Non-Slip Paw Protection with Adjustable Straps, Strong Grips Traction Control for Indoor on Hardwood Floor Wear",EXPAWLORER,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,10.49,False,4.1,71,71,4,4.0,0.25,1,1.0,291.75,2021-04-06 07:31:40.512,2023-02-23 20:02:56.501,17.534331087965825,1.6715282257355408
B07TY3QWJG,COOYOO 2 Pack Dog Leash 6 FT Heavy Duty - Comfortable Padded Handle - Reflective Dog Leash for Medium Large Dogs with Collapsible Pet Bowl,COOYOO,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.55,False,4.6,13587,13587,4,4.25,36.0,144,0.25,864.0,2019-09-09 11:34:24.826,2022-10-13 00:44:18.612,43.77793471469018,2.815301267825735
B09CYX18YF,"FUAMEY Dog Coat,Warm Dog Jacket Winter Coat Paded Dog Fleece Vest Reflective Dog Cold Weather Coats with Built in Harness Waterproof Windproof Dog Snow Jacket Clothes with Zipper Blue XXX-Large",FUAMEY,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,43.99,False,4.6,2277,2277,2,4.0,0.0,0,1.0,94.0,2022-11-04 18:54:35.955,2023-01-26 18:02:54.761,35.562844462432786,0.8084301991914704
B07CPLJY84,"Omega Paw Products RA20 Self Cleaning Litter Box (Small, 17 Inch W x 20 Inch D x 16 Inch H)",Omega Paw,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,59.76,False,4.0,217,217,1,4.0,0.0,0,1.0,376.0,2013-12-01 20:11:23.000,2013-12-01 20:11:23.000,21.537980251156355,0.36040796939686004
B07F23QBSX,"Lukovee Dog Safety Vest Harness with Seatbelt, Dog Car Harness Seat Belt Adjustable Pet Harnesses Double Breathable Mesh Fabric with Car Vehicle Connector Strap for Dog (Small, Purple)",Lukovee,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",13.99,False,4.5,6575,6575,2,2.5,0.0,0,1.0,119.5,2022-06-19 01:54:20.009,2023-03-11 18:36:14.390,39.56031871531208,2.827756877434745
B08YDQ79QH,"Vital Essentials Freeze Dried Dog Food, Turkey Mini Nibs 16 oz",Vital Essentials,Pet Supplies,Pet Supplies,Dogs,Food,41.99,False,4.8,675,675,3,5.0,0.0,0,0.0,327.0,2021-06-28 05:49:58.733,2021-07-13 23:35:05.148,31.27772676500623,0.7448851337224631
B07VB13NP5,"Gooby Padded Vest Dog Jacket - Solid Red, Small - Warm Zip Up Dog Vest Fleece Jacket with Dual D Ring Leash - Winter Water Resistant Small Dog Sweater - Dog Clothes for Small Dogs Boy and Medium Dogs",Gooby,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,32.5,False,4.6,5712,5712,3,4.333333333333333,2.0,6,1.0,277.0,2017-12-09 15:22:12.702,2019-12-17 06:35:30.960,39.79229797013252,1.2243783990810007
B0BL38YJD1,"Kurgo Loft Dog Jacket - Reversible Fleece Winter Coat - Cold Weather Protection - Wear With Harness Or Additional Layers - Reflective Accents, Leash Access, Water Resistant - Chili Red/Charcoal, S",Kurgo,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,33.63,False,4.5,7341,7341,4,4.25,0.5,2,1.0,252.0,2016-12-12 23:08:09.000,2019-03-20 12:40:44.232,40.05614953825551,1.1910838399719152
B09NXGW2QW,"Langsprit Washable Female Dog Diapers (3 Pack) - Reusable Dog Diapers for Female Dogs - Highly Absorbent Dog Dresses for Dogs in Period,Heat or Excitable Urination(Large)",Langsprit,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,23.98,False,4.5,836,836,1,5.0,8.0,8,1.0,742.0,2022-03-05 19:24:52.277,2022-03-05 19:24:52.277,30.28420831720264,1.2628944252378083
B073RYTFKM,"SlowTon Dog Car Harness Seat Belt Set, Dog Vest Harness for Car Adjustable Mesh Breathable & Vehicle Safety Seatbelt Tether with Elastic Bungee for Small Medium Large Size Dogs Puppy Cats (Red,L)",SlowTon,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",14.99,False,4.5,15676,15676,5,4.6,0.2,1,1.0,148.4,2020-01-14 04:51:39.257,2023-02-24 19:06:50.262,43.46977477080839,2.8999182635629346
B0033AHLLA,"Jolly Pets Monster Ball Bouncing Dog Toy/Treat Holder, 2.5 Inches, Blue",Jolly Pets,Pet Supplies,Pet Supplies,Dogs,Toys,9.36,False,4.2,691,691,1,5.0,0.0,0,1.0,34.0,2021-06-13 18:24:52.742,2021-06-13 18:24:52.742,27.466261013594213,2.9344295954694672
B09H24L1Z4,"Furhaven Large Pillow Dog Bed Comfy Couch Plush & Decor Sofa-Style w/ Removable Washable Cover - Diamond Blue, Large",Furhaven,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,39.99,False,4.5,76036,76036,21,4.619047619047619,3.6666666666666665,77,1.0,303.8095238095238,2017-08-28 04:53:33.981,2023-03-11 04:45:55.157,50.57538904307054,1.264700901302089
B07PJWFZN3,"Blueberry Pet Pack of 2 Soft & Comfy Terry Cotton Pink Wonderland Sleep & Play Dog Pajamas & Tank Top T Shirt, Back Length 14"", Clothes for Dogs",Blueberry Pet,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,29.99,False,4.5,781,781,1,4.0,0.0,0,0.0,218.0,2018-06-09 18:28:07.946,2018-06-09 18:28:07.946,29.9783463324539,0.999611414886759
B01GR56654,"Gooby Comfort X Step in Harness - Green, X-Large - No Pull Small Dog Harness Patented Choke-Free X Frame - Perfect on The Go Dog Harness for Medium Dogs No Pull or Small Dogs",Gooby,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",19.44,False,4.4,4121,4121,3,4.0,0.3333333333333333,1,1.0,311.0,2019-10-29 10:23:46.085,2021-08-19 19:34:30.701,36.62601255038178,1.8840541435381573
B091825DSR,"Faleela Soft &Comfy Bowtie Dog Collar,Detachable and Adjustable Bow Tie Collar,for Small Medium Large Pet (Small (Pack of 1), Black and Whit)",Faleela,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",10.99,False,4.7,3272,3272,3,4.0,0.3333333333333333,1,1.0,76.0,2021-12-06 07:35:43.598,2022-07-08 03:57:53.690,38.03927269015555,3.4612623011970474
B0BKKP6RLB,"Minties Twists VetIQ Dog Dental Bone Treats, Dental Chews for Medium/Large Dogs (Over 40 Lbs), 20 Count",Minties,Pet Supplies,Pet Supplies,Dogs,Treats,9.94,False,4.6,22211,22211,14,3.9285714285714284,0.14285714285714285,2,0.7142857142857143,207.28571428571428,2018-08-03 12:46:24.803,2023-02-14 14:27:44.291,46.038584626862885,4.631648352803108
B07NLCYT3V,"Bond Pet Products Durable Dog Collar | Comfortable, Easy to Clean & Waterproof Collars for Dogs | High Performance Weatherproof Elastomer Rubber | Small - Grape Purple",Bond,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",17.99,False,4.6,1775,1775,2,3.0,0.0,0,1.0,35.0,2018-12-09 01:39:41.515,2020-08-30 03:57:38.559,34.41774704833973,1.9131599248660216
B00B7EL55W,"Snoozer Luxury Console Pet Car Seat, Large Luxury, Anthracite/Black",Snoozer,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,93.95,False,4.4,4674,4674,5,3.0,4.0,20,1.0,301.8,2014-01-03 19:44:01.000,2018-02-20 23:01:47.934,37.17993154358027,0.3957416875314557
B087Q8ZRTX,"Aolove Mushrooms Spiked Rivet Studded Adjustable Microfiber Leather Pet Collars for Cats Puppy Dogs (10.6""-13"" Neck, Rose Red)",AoLove,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",10.59,False,4.4,3971,3971,2,5.0,0.0,0,1.0,119.0,2018-02-14 00:02:38.334,2020-09-29 14:55:42.356,36.46291011072628,3.443145430663482
B09RQJQLL8,"Zilla Reptile Pet Terrarium Cover Fresh Air Screen, 30"" x 12""",Zilla,Pet Supplies,Pet Supplies,Reptiles & Amphibians,Terrarium Covers,29.99,False,4.7,13828,13828,6,4.666666666666667,0.3333333333333333,2,1.0,173.83333333333334,2016-03-16 13:42:02.000,2022-05-15 19:46:06.181,44.812258642683894,1.4942400347677192
B0BXFJX59N,"NaturVet – Yard Odor Eliminator | Eliminate Stool and Urine Odors from Lawn and Yard | Designed for Use on Grass, Plants, Patios, Gravel, Concrete & More | 16 oz Refill",NaturVet,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,17.99,False,4.4,8258,8258,1,5.0,0.0,0,1.0,108.0,2016-09-10 14:44:23.000,2016-09-10 14:44:23.000,39.68385869276716,2.205884307546813
B08H1XD4G6,"rabbitgoo Dog Harness for Large Dogs No Pull, Adjustable Dog Walking Vest Harness with 2 Leash Clips, Comfort Padded Pet Harness with Handle, Reflective Front Body Harness, Green Plaid, Extra Large",rabbitgoo,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",21.99,False,4.6,5997,5997,2,4.5,1.0,2,1.0,130.0,2020-10-17 19:40:18.187,2022-03-02 04:21:54.603,40.016234252821185,1.8197468964448016
B06WRR61DL,ThunderCover Dog Tag Silencer - Clear,Mini ThunderCover,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,4.4,751,751,3,4.333333333333333,0.0,0,1.0,94.66666666666667,2017-01-11 16:52:12.000,2021-07-15 23:41:14.573,29.140039825379297,
B0B1CS5B12,"ZonLi Outdoor Dog Bed for Medium Dogs Travel Dog Bed for Small Dogs Portable Dog Bed Camping Dog Bed, Waterproof, Machine Washable, Portable, Suitable for Outdoor/Sofa/Car Seat/Floor(Orange, 40""x26"")",ZonLi,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,19.9,False,4.8,7,7,1,5.0,15.0,15,1.0,3143.0,2022-03-16 13:09:17.875,2022-03-16 13:09:17.875,9.981319400063212,0.5015738391991564
B0828M2CSC,"Bedsure Orthopedic Dog Bed for Medium Dogs - Memory Foam Dog Beds, 2-Layer Thick Pet Bed with Removable Washable Cover and Waterproof Lining (30x20x3 Inches), Grey",BEDSURE,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,34.99,False,4.6,8189,8189,1,5.0,0.0,0,1.0,46.0,2023-03-07 23:58:21.049,2023-03-07 23:58:21.049,41.449078213496726,1.1845978340524927
B005I6FX3A,"Coastal - Maslow - Elevated Feeder - Single Pack, Grey and Black, Medium",Coastal,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,31.99,False,4.1,551,551,2,4.5,0.0,0,1.0,91.5,2016-04-02 18:07:37.000,2016-10-07 23:21:53.000,25.88554698973609,0.8091762109951888
B07W4X679J,"Birds LOVE 30 SM Wood Block Parts DIY w Hole for Parrots & Small Animals Chewing Toy, Multipurpose, Accessories, Decoration, 7/8"" per Side",Birds LOVE,Pet Supplies,Pet Supplies,Birds,Toys,,True,4.5,325,325,1,4.0,0.0,0,1.0,24.0,2020-10-24 15:45:28.064,2020-10-24 15:45:28.064,26.041038216150184,
B07TXRKXNQ,"Milo'S Kitchen Steak Grillers Beef Recipe With Angus Steak Dog Treats, 3-Ounce, 12-Pack",Milo's Kitchen,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.6,1217,1217,4,3.25,0.0,0,0.75,256.25,2018-09-17 09:58:58.807,2021-06-13 10:29:41.400,32.68284106204127,
B099RDT545,"Ensayeer Bamboo Chicken Perch with Mirror, Strong Roosting Bar for coop and brooder, Training Perch for Large Bird, Hens, Parrots, Macaw, Easy to Assemble and Clean, Fun Toys for Chicken",Ensayeer,Pet Supplies,Pet Supplies,Birds,Birdcage Accessories,24.99,False,3.9,452,452,1,5.0,0.0,0,1.0,232.0,2023-03-11 15:10:24.895,2023-03-11 15:10:24.895,23.851979289383834,0.9544609559577365
B09PNCQSKG,"Premium Fleece Dog Blanket Soft Pet Sherpa Calming Blankets Throw for Dog Puppy Cat, Beige Small (20x30)",Luciphia,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,8.99,False,4.5,1410,1410,1,5.0,0.0,0,1.0,436.0,2022-12-25 19:47:23.292,2022-12-25 19:47:23.292,32.63424278333766,3.6300603763445674
B07F6D992L,LIYU Dogs and Cats Medicine Feeder (2 Pack) Pet is Given Medicines Medical Feeding Tool Silicone Syringes Super Durable and Reusable Extremely Convenient - Green,LIYU,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,8.99,False,3.7,528,528,1,2.0,0.0,0,1.0,203.0,2019-12-08 19:39:03.621,2019-12-08 19:39:03.621,23.20265719787571,2.5809407339127595
B07ZFB2PV6,"Washable Dog Round Bed Small, Donut Dog Bed Small Dog, Comfy Dog Calming Cuddler Bed",ANWA,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,29.98,False,4.6,3370,3370,3,5.0,0.3333333333333333,1,0.0,374.3333333333333,2019-12-16 02:44:27.483,2020-01-12 23:24:03.224,37.365637690076674,1.2463521577744054
B09G1FWGS8,"FRONTLINE® Plus for Dogs Flea and Tick Treatment (Small Dog, 5-22 lbs.) 3 Doses (Orange Box)",FRONTLINE,Pet Supplies,Pet Supplies,Dogs,Flea & Tick Control,28.68,False,4.4,40871,40871,14,4.142857142857143,0.0,0,0.9285714285714286,208.07142857142858,2013-03-30 00:58:00.000,2022-09-06 05:10:08.673,46.72008224844679,1.6290126306989816
B09GKHLM6R,"TagME 2 Pack Personalized Reflective Cat Collars Breakaway with Bell, 6-8 Inch Adjustable Pet Collars for Boy & Girl Kitten, Navy Blue",TagME,Pet Supplies,Pet Supplies,Cats,"Collars, Harnesses & Leashes",9.99,False,4.5,7855,7855,1,5.0,0.0,0,1.0,310.0,2021-08-22 05:59:06.834,2021-08-22 05:59:06.834,40.36064782515435,4.040104887402838
B01I6VJ9GK,cuteNfuzzy Polar Fleece Lounger All Season Dog Sweater for Indoor Outdoor Use,cuteNfuzzy,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,17.99,False,4.1,37,37,1,5.0,0.0,0,0.0,648.0,2019-12-15 11:19:52.369,2019-12-15 11:19:52.369,14.91410325487818,0.8290218596374753
B082PR8K36,"Fleece Dog Coat Pet Jacket Reflective for Cold Weather for Extra Large to Small Pets(Blue,XS)",BONAWEN,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,14.59,False,4.3,1047,1047,1,2.0,0.0,0,1.0,230.0,2020-02-18 17:23:55.804,2020-02-18 17:23:55.804,29.904947118988243,2.049687945098577
B084HMMQ8M,"Providence Engraving Pet ID Tags in 8 Shapes, 8 Colors, and Two Sizes - Personalized Dog Tags and Cat Tags with 4 Lines of Customizable Text Available in 8 Shapes and Colors",Providence Engraving,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",3.99,False,4.6,60506,60506,8,4.125,0.125,1,1.0,135.875,2020-11-11 13:39:39.061,2022-11-06 17:47:27.567,50.648365963104176,12.693826055915833
B0C3J2K7XZ,"Amazon Basics Cat Pad Refills for Litter Box, Fresh Scent - Pack of 100",Amazon Basics,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,49.93,False,4.7,422,422,14,4.357142857142857,3.7142857142857144,52,0.7142857142857143,326.64285714285717,2019-02-22 03:53:04.017,2021-04-23 19:24:56.767,28.422649241517504,0.5692499347389847
B00L6P1QJM,Alpo Variety Snaps - Original - 60Oz,Purina ALPO Brand Dog Food,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.7,244,244,1,5.0,0.0,0,1.0,172.0,2019-03-25 12:55:00.104,2019-03-25 12:55:00.104,25.85591358956022,
B087QM531F,"Multipet International Look Who's Talking Cat Toy, Fish, 1-1/4-Inch, Multi-Colored, 3"", Small",Multipet,Pet Supplies,Pet Supplies,Dogs,Toys,7.99,False,4.4,19173,19173,25,4.16,0.08,2,0.96,149.44,2014-05-15 13:41:03.000,2022-11-01 18:18:27.244,43.38976608400255,5.430508896621095
B0BP7PYS59,PetSafe Medium Sportsmen Barnacle Pet Chew Toy,PetSafe,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.2,1457,1457,1,5.0,0.0,0,1.0,25.0,2015-12-10 14:54:12.000,2015-12-10 14:54:12.000,30.596247832788137,
B07GB8G75R,Petmate Pet Cafe Feeder Dog and Cat Feeder Pearlescent Colors 3 Sizes,Petmate,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,,True,4.4,9274,9274,11,4.090909090909091,0.45454545454545453,5,0.8181818181818182,255.63636363636363,2015-04-18 01:41:00.000,2019-09-03 02:22:22.173,40.1943427048928,
B09DYS7SPF,MYLUCKYTAG QR Code Pet ID Tags Dog Tags - Pet Online Profile - Scan QR Receive Instant Pet Location Alert Email,MYLUCKYTAG,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",11.95,False,4.5,1090,1090,1,5.0,0.0,0,1.0,29.0,2022-12-08 04:39:27.576,2022-12-08 04:39:27.576,31.476824936248818,2.6340439277195666
B0B4W4X2G2,"BARKBAY No Pull Dog Harness Front Clip Heavy Duty Reflective Easy Control Handle for Large Dog Walking with ID tag Pocket(Pink,M)",BARKBAY,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",27.99,False,4.5,8757,8757,3,3.3333333333333335,0.0,0,1.0,248.66666666666666,2020-08-16 04:27:14.421,2023-03-02 19:17:58.927,40.849752813126045,1.4594409722445891
B0B2DC524R,NOYAL Washable Dog Diapers Female Reusable High Absorbency Leak-Proof Rose Pattern Doggie Diapers 3 Pack,NOYAL,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,28.99,False,4.4,156,156,1,5.0,1.0,1,1.0,460.0,2022-06-09 14:19:30.606,2022-06-09 14:19:30.606,22.247481543532555,0.7674191632815646
B09DBBCK6R,"Long Rich HCT REC-005 Reversible Rectangle Pet Bed with Dog Paw Printing, Coffee, By Happycare Textiles, 25 by 21 inches",long rich,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,19.99,False,4.6,13308,13308,6,4.666666666666667,0.0,0,1.0,110.66666666666667,2016-02-25 23:01:31.000,2021-09-05 21:17:58.192,43.68250057459815,2.185217637548682
B07GWMTRDY,"HiCaptain Double Door Dog Crate Cover(Fits 22 24 30 36 42 48 inches Wire Crate) (48 inch (Pack of 1), [Upgrade] Two-Tone Pink，Only Cover)",HiCaptain,Pet Supplies,Pet Supplies,Dogs,"Crates, Houses & Pens",36.99,False,4.6,8885,8885,1,5.0,0.0,0,1.0,399.0,2021-05-15 17:00:18.553,2021-05-15 17:00:18.553,41.824268504080926,1.1306912274690706
B014D70MPS,"Dingo Gluten Free Chicken Strips, Made In The Usa, 5-Ounce",Dingo,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.4,61,61,1,5.0,0.0,0,1.0,311.0,2018-04-04 01:15:05.890,2018-04-04 01:15:05.890,18.159391294198404,
B0716PPXQB,"2 Pack Rabbit Harness Leash - Persuper Bunny Cat Leash Adjustable Soft Nylon Small Animal Harness Set for Walking Running Outdoor Use with Safe Bell for Puppy Dog, Pig, Kitten, Ferret, Mini Pet",PERSUPER,Pet Supplies,Pet Supplies,Small Animals,"Collars, Harnesses & Leashes",9.99,False,4.0,586,586,1,2.0,0.0,0,1.0,8.0,2021-05-05 23:45:52.216,2021-05-05 23:45:52.216,25.500099279312387,2.55256249042166
B07XP2MD93,"Yunleparks Tactical Dog Collar Heavy Duty Nylon Dog Collar with Metal Buckle and Control Handle for Medium Large Dogs (Large (Pack of 1), Pink)",Yunleparks,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.99,False,4.4,2092,2092,1,5.0,0.0,0,1.0,105.0,2021-08-25 17:52:10.842,2021-08-25 17:52:10.842,33.6439563787624,2.1040623126180362
B01KJDPIWW,"NaturVet All-in-One Dog Supplement - for Joint Support, Digestion, Skin, Coat Care – Dog Multivitamins with Minerals, Omega-3, 6, 9 – Wheat-Free Vitamins for Dogs – 13-Ounce Powder",NaturVet,Pet Supplies,Pet Supplies,Dogs,Health Supplies,23.99,False,4.5,11020,11020,3,3.3333333333333335,1.0,3,1.0,136.0,2017-10-06 01:39:39.588,2020-08-18 10:05:18.939,41.88401020211194,1.7458945478162542
B07CYCB9GF,"Paws & Pals Dog Calming Treats: Pet Anti Anxiety Supplement for Dogs & Cats with Melatonin, Chamomile & Ginger - Natural Stress Relief & Calm Composure Aid for an Anxious Dog or Cat - 180 Soft Chews",Paws & Pals,Pet Supplies,Pet Supplies,Dogs,Health Supplies,22.98,False,4.0,366,366,2,2.5,1.0,2,1.0,113.5,2019-02-08 06:55:47.268,2021-02-15 15:59:01.646,23.621447392218283,1.0279132894786023
B09SPTVRTC,"KYEESE 2 Pack Dog Shirts Quick Dry Soft Stretchy Dog T-Shirts with Reflective Label Tank Top Sleeveless Vest Sun Protection Dog Clothes for Small Medium Dogs, Medium, Grey+Blue",KYEESE,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,17.89,False,4.5,1162,1162,1,5.0,0.0,0,1.0,54.0,2022-02-25 04:13:05.374,2022-02-25 04:13:05.374,31.76441168633399,1.775540060722973
B00UFKQKLS,"Hamilton Adjustable Comfort Nylon Dog Harness, Black, 1"" x 40-50""",Hamilton,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",23.91,False,4.5,862,862,1,2.0,0.0,0,1.0,198.0,2019-03-27 22:53:18.496,2019-03-27 22:53:18.496,30.421866109875424,1.2723490635665171
B00K1I1OEC,"The Real Meat Company 828007 Dog Jerky Fish/Venison Treats (2 Pack), 12 oz",The Real Meat Company,Pet Supplies,Pet Supplies,Dogs,Treats,41.99,False,4.7,317,317,1,3.0,0.0,0,1.0,235.0,2016-12-16 17:48:27.000,2016-12-16 17:48:27.000,27.081641499066833,0.6449545486798484
B000MD3MIW,"PetSafe Plastic Pet Door Large with Soft Tinted Flap, Paintable White Frame, for dogs up to 100 lb.",PetSafe,Pet Supplies,Pet Supplies,Dogs,"Doors, Gates & Ramps",59.9,False,4.5,3297,3297,1,5.0,0.0,0,1.0,223.0,2019-08-14 01:43:19.037,2019-08-14 01:43:19.037,36.454821764037945,0.6085946872126535
B097P1PJLX,Dingo Dental Bones Dog Chews,Dingo,Pet Supplies,Pet Supplies,Dogs,Treats,8.99,False,4.6,325,325,3,5.0,0.3333333333333333,1,0.3333333333333333,292.3333333333333,2011-06-12 05:18:48.000,2013-12-07 16:34:40.000,26.619727954286855,2.9610375922454786
B08KHSQ1T4,"Country Brook Petz - Vibrant 15 Color Selection - Martingale Heavyduty Nylon Dog Collar (Extra Large, 1 1/2 Inch Wide, Hot Pink)",Country Brook Design,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.97,False,4.7,1273,1273,1,5.0,0.0,0,1.0,271.0,2022-03-17 12:40:07.879,2022-03-17 12:40:07.879,33.604609129820915,2.104233508442136
B0B65YPXM4,"Native Pup Waterproof Dog Collars (Large, Blue)",Native Pup,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",12.99,False,4.7,27,27,1,5.0,1.0,1,0.0,1124.0,2022-09-25 22:52:13.471,2022-09-25 22:52:13.471,15.661361197823458,1.2056475133043463
B014PCOMF2,"NACOCO Pet Christmas Costumes Dog Suit with Cap Santa Claus Suit Dog Hoodies Cat Xmas Costumes (Red, S)",NACOCO,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,9.99,False,4.2,1518,1518,1,4.0,1.0,1,1.0,223.0,2018-01-31 04:26:14.847,2018-01-31 04:26:14.847,30.768391510902248,3.079919070160385
B085QL5FGT,"SpecialYou Custom Dog Tags Personalized Name Engraved Both Sides Bone Shape Pink Red Black Blue Green Purple Gift for Pets, 6 Colors (Red)",SpecialYou,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.99,False,4.4,622,622,1,3.0,1.0,1,1.0,156.0,2020-08-12 01:08:12.400,2020-08-12 01:08:12.400,28.312004682664796,1.7706069219927951
B07DX6TJYM,Neater Pet Brands - Neater Scooper Cat Litter Sifter - Includes 60 Refill Bags - Mess Free Cat Litter Scoop to Bag Waste Bin System with Extra Waste Bags (Pink),Neater Pet Brands,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,25.99,False,4.0,8620,8620,4,4.5,0.0,0,1.0,190.75,2019-09-20 02:00:57.199,2022-10-14 20:24:47.638,36.2478254648397,1.3946835500130705
B0899V1K36,"HIKISS 6 FT Dog Leash, Strong and Durable Leash with Easy to Use Collar Hook,3/4 Inch Wide Dog Leashes for Small Dogs and Puppy(Red 3/4"" x 6 ft)",Hi Kiss,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",6.99,False,4.5,5542,5542,1,3.0,0.0,0,1.0,270.0,2021-09-08 21:18:27.596,2021-09-08 21:18:27.596,38.79131017238912,5.549543658424766
B073WH5L84,"goDog Rhino Play Flip Toy, Large, Teal",goDog,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.4,184,184,1,2.0,0.0,0,0.0,315.0,2016-11-09 02:46:26.000,2016-11-09 02:46:26.000,22.96956563034463,
