brand,animal_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Ruff Ruff and Meow,Dogs,1,,5.0,4,1,4
Ruri's,Dogs,1,18.88,3.8,7152,5,7152
Rx Vitamins,Dogs,3,30.423333333333332,4.5,1571,3,1571
Rypet,Birds,1,15.99,4.1,1801,1,1801
Rypet,Cats,1,9.49,4.1,5154,1,5154
Rypet,Dogs,1,8.99,3.7,2742,2,2742
Rypet,Small Animals,1,13.99,4.3,1133,1,1133
S&T INC.,Dogs,1,7.99,4.5,4377,3,4377
SANWOOD,Dogs,1,5.2,4.0,2463,1,2463
SATINIOR,Dogs,2,11.49,4.15,5110,2,5110
SCENEREAL,Dogs,1,11.99,4.5,1774,2,1774
SCIROKKO,Dogs,2,8.99,4.199999999999999,1955,2,1955
SCIROKKO,Cats,1,10.49,4.2,1547,1,1547
SCPET,Dogs,1,27.99,4.4,1388,1,1388
SEALUXE,Dogs,1,,4.1,254,1,254
SEGMINISMART,Cats,1,,4.0,122,1,122
SEGMINISMART,Dogs,1,,4.2,154,1,154
SEKAM,Cats,1,19.79,4.6,1823,1,1823
SELMAI,Cats,1,13.7,4.2,254,1,254
SENTRY PET CARE,Cats,2,21.805,4.15,1282,2,1282
SENTRY PET CARE,Dogs,2,32.595,4.0,12943,12,12943
SENYE PET,Dogs,1,20.99,4.2,281,1,281
SGODA,Dogs,2,23.92,4.35,10635,4,10635
SHAMELESS PETS,Cats,1,11.99,4.4,1994,3,1994
SHAMELESS PETS,Dogs,1,,4.6,479,1,479
SHARLOVY,Dogs,1,25.98,4.1,3970,1,3970
SHINA,Dogs,1,,3.8,52,1,52
SHINE HAI,Dogs,1,,4.1,1927,1,1927
SHINY PET,Cats,1,10.99,4.6,1627,1,1627
SHOW SEASON ANIMAL PRODUCTS 1,Cats,1,67.49,4.5,34,1,34
SHU UFANRO,Cats,1,,4.1,609,2,609
SIDUCAL,Cats,1,,4.1,150,2,150
SILD,Dogs,4,12.459999999999999,4.4,12942,5,12942
SINQORCN,Fish & Aquatic Pets,1,60.0,3.2,40,1,40
SISIPAI LIFE,Reptiles & Amphibians,1,16.99,4.3,39,1,39
SIWA MARY,Dogs,1,24.99,4.3,4612,2,4612
SKA Products,Dogs,1,59.99,4.4,528,1,528
SLSON,Dogs,1,,4.5,853,1,853
SLWJAXGT,Dogs,1,7.99,4.2,39,1,39
SMALLLEE_LUCKY_STORE,Dogs,2,10.99,4.15,1664,2,1664
SMATICATOYS,Dogs,1,19.95,4.1,141,1,141
SMOKEHOUSE TREATS,Dogs,2,26.74,4.4,437,2,437
SMOMSPLUS,Dogs,1,,4.1,69,1,69
SOJOS,Dogs,1,,4.2,1049,2,1049
SOUNDY,Dogs,1,28.99,4.6,473,1,473
SOUXU,Dogs,1,21.99,4.4,181,1,181
SPECIALTY PET PRODUCTS,Dogs,1,,4.5,271,6,271
SPORT PET,Dogs,2,20.5,4.35,4729,2,4729
SPORT PET,Cats,1,36.99,4.3,5754,1,5754
SPOT,Dogs,8,10.785000000000002,4.1375,32351,40,32351
SPOT,Cats,2,10.17,4.300000000000001,2975,2,2975
SPOT Ethical Products,Dogs,2,13.49,4.4,672,5,672
SSRIVER,Dogs,1,39.99,4.3,3649,2,3649
STAR WARS,Dogs,2,7.0,4.65,3808,3,3808
STARROAD-TIM,Cats,1,10.99,3.9,2336,1,2336
STARROAD-TIM,Dogs,1,19.99,4.0,10089,1,10089
STOPWOOFER,Dogs,1,36.99,4.8,728,1,728
STRELLALAB,Dogs,2,34.91,4.5,3514,3,3514
SUNFURA,Dogs,1,14.89,4.6,134,1,134
SUNNYTEX,Dogs,3,32.32333333333333,4.366666666666666,8467,6,8467
SUPER CAN BULLYSTICKS,Dogs,1,18.0,4.2,21,2,21
SUPERJARE,Cats,1,,4.7,335,2,335
SWAGITLOUD,Dogs,1,,4.6,391,1,391
SWEEJAR,Cats,1,16.99,4.6,2067,1,2067
Safetpetz,Cats,1,7.99,4.6,294,1,294
Saim,Fish & Aquatic Pets,2,11.780000000000001,3.7,347,2,347
Salt Gems,Horses,1,29.99,4.6,193,1,193
San Francisco Bay Brand,Fish & Aquatic Pets,1,6.95,4.1,2978,1,2978
Sanavet Laboratories,Dogs,1,,3.8,184,1,184
Sancagy,Cats,1,,4.5,117,1,117
Sancho & Lola's Closet,Dogs,3,20.49,4.3999999999999995,3541,5,3541
Sassy Dog Wear,Dogs,7,11.807142857142859,4.428571428571429,2420,11,2420
Savory Prime,Dogs,1,12.12,3.8,43,1,43
SavvyBeast,Dogs,1,23.99,4.5,1380,1,1380
Sawmill Creek Smokehouse,Dogs,1,34.5,4.6,261,1,261
Sawpy,Dogs,1,,4.5,220,1,220
Scoop Away,Cats,1,,4.5,238,1,238
Scruffs,Dogs,1,,3.2,11,1,11
SeaClear,Fish & Aquatic Pets,1,269.99,4.1,930,1,930
Seachem,Fish & Aquatic Pets,7,13.542857142857143,4.585714285714286,24252,14,24252
Second Nature,Dogs,1,,3.3,22,1,22
Sedioso,Dogs,1,13.99,4.2,3615,2,3615
See Spot Trot,Dogs,1,,4.0,123,1,123
Segarty,Dogs,1,25.99,4.7,1342,1,1342
Sequoialake,Dogs,1,23.99,4.4,4482,2,4482
Seresto,Cats,1,121.98,4.6,36303,17,36303
Sergeant's,Dogs,2,,3.85,61,2,61
Sfozstra,Cats,1,32.99,4.2,779,1,779
Shank Ming,Cats,1,35.99,4.2,63,1,63
Shared Blessings,Birds,1,67.19,4.7,186,1,186
Sheba,Cats,3,29.85,4.6,15747,46,15747
Sheba Wet Food,Cats,2,28.32,4.449999999999999,12983,10,12983
Shed Defender,Dogs,1,24.99,4.5,132,2,132
Sheripet,Dogs,1,12.99,4.0,105,1,105
Sherpa,Dogs,1,41.8,4.0,625,2,625
ShioSel,Cats,1,,4.1,5,1,5
Shires,Horses,1,30.34,4.7,674,1,674
Shop4Omni,Cats,1,11.95,4.4,107,1,107
Shorven,Dogs,1,11.99,4.7,824,1,824
Siensync,Dogs,1,,4.4,2494,2,2494
Silipower,Dogs,1,,4.2,223,1,223
Simple Deluxe,Reptiles & Amphibians,1,,4.4,1420,1,1420
Simple Solution,Dogs,4,22.49,3.875,21897,12,21897
Simple Solution,Cats,2,25.49,4.7,29878,8,29878
Simply Perfection,Dogs,2,,4.0,369,2,369
Simply Perfection,Cats,1,,4.2,301,4,301
Sinobear,Dogs,1,10.99,4.4,4519,1,4519
Siooko,Cats,1,21.99,4.5,396,1,396
Siumouhoi,Dogs,1,7.69,4.5,4773,2,4773
Skoon,Cats,1,29.95,3.7,195,1,195
SleekEZ,Dogs,1,21.95,4.5,39385,8,39385
Sleepypod,Cats,1,199.95,4.5,837,1,837
Slopper Stopper,Dogs,1,55.0,4.4,4190,2,4190
SlowTon,Dogs,6,20.99,4.3999999999999995,31487,15,31487
SlowTon,Cats,1,,3.7,1314,1,1314
Slumber Pet,Cats,1,,3.8,4,1,4
Slumber Pet,Dogs,1,34.57,4.4,367,1,367
Small Pet Select,Small Animals,3,29.656666666666666,4.366666666666667,11600,13,11600
Smart Dog,Dogs,1,19.99,2.5,2798,1,2798
Smart Fido,Cats,1,,3.2,43,2,43
Smart Fido,Dogs,1,,3.0,26,2,26
SmartBones,Dogs,9,12.31,4.577777777777778,51032,107,51032
SmartPetLove,Dogs,3,24.97666666666667,4.366666666666666,4569,6,4569
SmartyKat,Cats,8,11.478,4.3999999999999995,61475,38,61475
Smilepet,Dogs,1,11.59,4.2,257,1,257
Smiling Paws Pets,Cats,1,,4.2,340,1,340
Snagle Paw,Dogs,1,12.99,4.4,28,2,28
Snif-Snax,Dogs,1,6.99,4.3,132,1,132
Snoop Doggie Doggs,Dogs,1,19.99,4.9,9,1,9
Snoozer,Dogs,6,152.45,4.433333333333334,18708,22,18708
Snoozer,Cats,1,125.95,3.5,29,1,29
Snug,Dogs,1,13.99,4.4,8862,9,8862
Snuggle Puppy,Dogs,1,34.99,4.3,26,2,26
Sofa-Scratcher,Cats,1,,4.5,638,2,638
Sofier,Small Animals,1,11.99,4.4,689,1,689
Soft Claws,Cats,3,13.973333333333334,3.8000000000000003,3256,4,3256
Soft Touch Collars,Dogs,1,23.95,4.6,5238,4,5238
Solid Gold,Dogs,4,85.24,4.55,8952,16,8952
Solid Gold,Cats,3,45.36,4.233333333333333,1639,6,1639
Solvit,Dogs,1,,4.2,397,1,397
SparklyPets,Dogs,1,21.95,4.3,15292,3,15292
Sparky Pet Co,Dogs,1,28.99,4.2,385,1,385
SpecialYou,Dogs,3,15.99,4.333333333333333,1387,3,1387
Sporn,Dogs,2,29.979999999999997,4.300000000000001,10414,10,10414
SportDOG Brand,Dogs,3,224.95,4.6000000000000005,8877,6,8877
Sportout,Dogs,1,29.99,4.3,114,1,114
Sporty K9,Dogs,1,,3.9,32,1,32
Spunky pup,Dogs,3,11.013333333333334,4.266666666666667,2321,3,2321
Squishface,Dogs,1,31.99,4.4,14303,2,14303
Squishy Face Studio,Dogs,1,,4.6,1035,1,1035
Standlee Premium Products,Small Animals,1,,4.3,211,1,211
Starmark,Dogs,5,15.463333333333333,4.5,17601,18,17601
Starplast,Dogs,1,93.98,4.2,2726,2,2726
Stella & Chewy's,Dogs,10,24.321111111111108,4.59,24918,37,24918
Stella & Chewy's,Cats,2,37.775,4.25,7368,3,7368
Sterling,Cats,1,,4.2,347,3,347
Sterling,Dogs,1,,4.0,1944,1,1944
Stewart,Dogs,2,13.485,4.5,23210,12,23210
Stinky G,Dogs,3,15.323333333333332,4.6,5591,5,5591
Stock Show,Dogs,1,16.99,4.3,331,1,331
Stoney River,Fish & Aquatic Pets,1,,4.4,1549,1,1549
Strangefly,Dogs,1,14.99,4.5,1722,1,1722
Strawfield Pets,Dogs,2,19.95,4.300000000000001,2604,2,2604
Strawfield Pets,Cats,1,,4.2,401,1,401
Studio 21 Graphix,Dogs,1,,4.2,1878,2,1878
SuBleer,Dogs,1,10.79,4.4,553,1,553
Sugelary,Dogs,1,9.99,4.2,5614,2,5614
Suitical,Dogs,2,34.03,4.3,11906,2,11906
Sun Seed,Small Animals,1,21.49,4.7,214,1,214
SunGrow,Birds,1,13.95,4.6,305,1,305
SunGrow,Dogs,1,14.99,4.2,274,1,274
SunGrow,Small Animals,1,6.66,4.5,102,1,102
Sundrawy,Dogs,1,16.99,4.7,1048,1,1048
Sunglow,Dogs,1,7.88,4.3,1100,2,1100
Sunrise,Cats,1,,3.7,84,1,84
Sunyiny,Fish & Aquatic Pets,1,16.99,4.6,303,1,303
Super Bird Creations,Birds,1,12.99,4.6,422,2,422
Super Design,Cats,2,11.99,4.35,840,2,840
Super Design,Dogs,1,,4.4,13244,5,13244
Super Snouts,Dogs,1,,4.7,426,1,426
SuperBuddy,Cats,1,6.46,4.7,1215,1,1215
SuperBuddy,Dogs,1,8.99,4.4,4483,3,4483
Supet,Cats,2,14.485,4.25,13061,5,13061
Supet,Dogs,1,15.99,4.0,12159,1,12159
SureFeed,Dogs,1,257.99,4.2,720,1,720
Surgi~Snuggly,Dogs,2,34.894999999999996,4.25,7822,5,7822
Sweet Feet and Beak,Birds,1,12.99,4.5,1770,1,1770
SyChien,Dogs,1,18.79,3.8,46,2,46
Sycoodeal,Dogs,1,20.39,4.3,3415,3,3415
Synovi,Dogs,1,79.98,4.6,5939,8,5939
TAI JI,Small Animals,1,6.99,4.6,459,1,459
TAIDA,Dogs,2,6.79,4.4,11583,4,11583
TANDD,Dogs,1,15.98,3.9,208,1,208
TENINYU,Cats,1,20.9,4.4,1247,1,1247
TEOZZO,Dogs,1,9.99,3.7,3779,1,3779
THAIN,Cats,1,6.99,4.4,874,2,874
THE COUNTRY BUTCHER ALL AMERICAN DOG CHEWS,Dogs,1,21.98,4.2,217,1,217
TIKI PETS,Cats,7,22.828333333333333,4.3428571428571425,22354,24,22354
TIKI PETS,Dogs,2,,4.25,690,4,690
TILLYOU,Cats,1,29.99,4.7,185,2,185
TIMINGILA,Dogs,1,39.99,4.4,2830,1,2830
TINMARDA,Dogs,1,19.89,4.6,7111,1,7111
TINWEI,Cats,1,29.99,4.3,5674,1,5674
TOKLYUIE,Dogs,1,28.99,4.4,30,1,30
TOMLYN,Cats,3,11.99,3.9333333333333336,5571,5,5571
TOMLYN,Dogs,1,10.19,4.7,12499,10,12499
TONY HOBY,Dogs,2,15.989999999999998,4.35,2229,2,2229
TOOGE,Cats,1,16.99,4.1,17392,4,17392
TOP's Parrot Food,Birds,1,,4.6,291,1,291
TOPSOSO,Dogs,1,26.99,4.3,76,2,76
TOTIE,Dogs,1,,3.8,303,1,303
TPYQdirect,Dogs,1,35.99,4.2,142,1,142
TR pet,Dogs,2,,3.7,3342,2,3342
TRIXIE,Cats,3,34.053333333333335,4.3999999999999995,11090,9,11090
TRIXIE,Dogs,1,16.17,4.3,56838,12,56838
TRUE LOVE,Dogs,5,18.810000000000002,4.46,13474,7,13474
TRURANCH,Dogs,1,7.99,4.2,54,1,54
TSPRO,Dogs,1,49.99,4.6,32,1,32
TTLXRL,Cats,1,8.99,3.9,1180,1,1180
TUFFY,Dogs,5,31.27,4.08,4071,5,4071
TUG,Dogs,2,19.99,4.5,3693,4,3693
TUG,Cats,1,18.99,4.5,765,1,765
TUKOAW,Dogs,1,9.99,4.0,52,1,52
TWINCRITTERS,Cats,1,65.88,4.7,1061,3,1061
TagME,Dogs,3,8.656666666666666,4.6000000000000005,22068,3,22068
TagME,Cats,2,8.99,4.55,11125,2,11125
Taglory,Dogs,5,13.309999999999999,4.5,41159,11,41159
Taglory,Cats,1,6.99,4.5,18018,3,18018
Tail Stories,Dogs,1,56.99,4.1,849,1,849
Tail Trends,Dogs,2,14.989999999999998,4.75,369,2,369
Tangpan,Dogs,2,10.135,4.15,8134,3,8134
Taste of the Wild,Dogs,5,58.99,4.540000000000001,22211,17,22211
Taste of the Wild,Cats,3,31.275,4.466666666666667,9761,9,9761
Tatota,Dogs,1,59.99,4.5,100,1,100
Tcksstex,Dogs,1,27.99,4.5,67,1,67
Teamoy,Dogs,3,25.323333333333334,4.6000000000000005,20386,10,20386
Tempcore,Cats,1,24.99,4.3,3275,1,3275
Temptations,Cats,5,18.476666666666667,4.68,51126,75,51126
Tetra,Fish & Aquatic Pets,9,12.626666666666667,4.611111111111111,95154,36,95154
TevraPet,Cats,3,24.97,4.033333333333333,23224,6,23224
Texas Pet Company,Dogs,1,44.99,4.2,85,1,85
Texsens,Dogs,1,21.24,4.7,9553,3,9553
Tfwadmx,Small Animals,1,26.99,4.2,525,3,525
The AVIATOR,Small Animals,1,34.99,4.3,3622,1,3622
The Acme,Dogs,1,9.07,4.0,97,2,97
The Blissful Dog,Dogs,2,12.469999999999999,4.55,2419,2,2419
The Chompery,Dogs,1,,4.2,446,1,446
The Company of Animals,Dogs,7,18.275714285714287,4.3999999999999995,83449,12,83449
The Dog's Balls,Dogs,1,13.99,4.2,3130,1,3130
The Goodlife Recipe,Cats,1,,4.3,268,1,268
The Honest Kitchen,Dogs,5,68.628,4.4,24384,32,24384
The Honest Kitchen,Cats,1,,3.6,217,1,217
The Missing Link,Dogs,4,34.15,4.574999999999999,6938,6,6938
The Navy Knot,Dogs,1,27.49,4.5,369,1,369
The Pioneer Woman,Dogs,2,30.8,4.6,5088,13,5088
The Real Meat Company,Dogs,2,27.64,4.6,453,2,453
The Safe Dog Chew Company,Dogs,1,26.95,4.4,38,1,38
The Spruce,Dogs,1,18.99,4.2,1086,3,1086
The Tick Key,Dogs,1,9.99,4.6,2142,1,2142
ThinkPet,Dogs,3,26.323333333333334,4.333333333333333,43070,13,43070
Three Dog Bakery,Dogs,3,17.99,4.666666666666667,5170,4,5170
ThunderEase,Cats,1,,3.9,2883,3,2883
ThunderEase,Dogs,1,52.92,3.6,3496,2,3496
ThunderLeash,Dogs,1,,4.2,3360,2,3360
ThunderWunders,Cats,1,20.95,3.5,884,1,884
Thundershirt,Dogs,1,44.95,4.2,48117,9,48117
Thxpet,Dogs,1,,4.2,306,2,306
Tibetan Dog Chew,Dogs,1,,4.4,84,4,84
Tibetan Dog Treats,Dogs,1,59.99,4.5,76,1,76
Tick Twister,Dogs,1,6.99,4.6,7944,3,7944
TickledPet,Dogs,1,,3.8,123,1,123
Tidy Cats,Cats,2,54.49,4.0,4022,3,4022
Tifereth,Dogs,1,13.99,4.7,1242,2,1242
Tiger Tail,Dogs,1,34.99,4.6,738,1,738
Tikaton,Dogs,1,17.99,4.3,15813,5,15813
Timos,Dogs,1,9.99,4.7,5489,2,5489
Tinaco,Dogs,1,45.86,4.1,2047,3,2047
Titan,Dogs,1,14.76,4.6,1709,2,1709
Tocirelo,Cats,1,15.99,4.0,5226,1,5226
Toledo Goldfish,Fish & Aquatic Pets,1,83.0,4.5,895,1,895
Tonka,Dogs,1,12.3,4.4,116,1,116
Tooth & Honey,Dogs,2,39.5,4.7,1035,3,1035
Toozey,Cats,1,90.99,4.5,1514,1,1514
Toozey,Dogs,1,,4.3,569,1,569
Top Chews,Dogs,1,39.99,4.5,1029,4,1029
Top Dog Chews,Dogs,1,29.95,4.3,839,1,839
Top Fin,Fish & Aquatic Pets,1,21.4,4.7,1896,1,1896
Top Performance,Dogs,4,53.385,4.4,1923,4,1923
Topmart,Dogs,2,67.49,4.2,1367,2,1367
Topsung,Dogs,1,12.99,3.8,1292,1,1292
Tough 1,Horses,1,,3.6,109,1,109
Trasen Pet,Dogs,1,,4.6,398,1,398
Tresbro,Dogs,2,29.490000000000002,4.05,2511,2,2511
TriRanger,Cats,1,12.77,4.4,259,1,259
Triumph,Dogs,1,15.99,4.2,3437,26,3437
TropiClean,Dogs,7,12.99,4.428571428571429,49884,25,49884
TropiClean,Cats,2,12.49,4.35,32384,16,32384
TruDog,Dogs,1,,3.6,237,2,237
True Chews,Dogs,1,,4.6,621,1,621
TrustyPup,Dogs,1,,4.4,161,1,161
Tuff Pupper,Dogs,3,23.46,4.166666666666667,1617,4,1617
TuhooMall,Dogs,1,,4.5,306,1,306
Twistix,Dogs,1,6.99,4.5,1225,3,1225
Two Little Fishies,Fish & Aquatic Pets,1,11.59,4.3,30,1,30
TwoEar,Dogs,2,18.39,4.449999999999999,993,3,993
UHIAESOU,Dogs,1,39.99,2.9,22,1,22
UNICITII,Dogs,1,32.98,4.6,740,2,740
UNIWILAND,Dogs,1,25.99,4.3,4274,2,4274
UNKE,Cats,1,,3.5,125,1,125
UOLIWO,Cats,1,,4.5,69,1,69
UPCo,Cats,1,11.99,4.5,509,1,509
UPSKY,Dogs,2,10.49,4.05,13247,3,13247
UPSKY,Cats,1,13.99,4.4,43556,19,43556
URBEST,Dogs,1,8.99,3.4,5261,3,5261
URPOWER,Dogs,3,21.990000000000002,4.366666666666666,3368,3,3368
Ultra Chewy,Dogs,1,,4.2,110,1,110
Ultra Fresh,Fish & Aquatic Pets,2,8.09,4.55,4026,3,4026
Ultra Paws,Dogs,2,37.95,4.35,2802,4,2802
Ultrapet,Cats,1,14.99,4.1,13283,9,13283
Unique style paws,Dogs,3,16.19,4.7,16673,4,16673
United Craft Supplies,Dogs,1,25.95,4.8,188,1,188
Utotol,Dogs,2,54.989999999999995,4.1,12751,2,12751
VALFRID,Dogs,1,14.65,3.7,7901,1,7901
VANFINE,Dogs,1,11.99,4.2,30189,7,30189
VANKEAN,Dogs,1,36.99,4.2,2196,4,2196
VARMTOR,Cats,1,33.99,4.3,1106,1,1106
VARMTOR,Dogs,1,,4.5,18,1,18
VARWANEO,Cats,1,,4.3,281,2,281
VENTOSOK,Dogs,1,,3.8,47,1,47
VETRISCIENCE,Dogs,9,27.881428571428568,4.277777777777778,42204,36,42204
VETRISCIENCE,Cats,2,,3.4,11139,7,11139
VICTHY,Cats,1,7.59,4.2,3561,1,3561
VIILOCK,Dogs,1,13.98,4.4,1238,1,1238
VIMIGOO,Dogs,1,14.79,4.3,823,1,823
VIVOHOME,Birds,1,79.99,4.3,1638,1,1638
VIVOSUN,Fish & Aquatic Pets,1,,4.1,295,1,295
VIZPET,Dogs,3,14.323333333333332,4.433333333333334,4115,3,4115
VKPETFR,Cats,2,10.99,4.7,605,2,605
VOOPET,Dogs,3,17.923333333333332,4.333333333333333,28599,5,28599
Vaburs,Dogs,1,12.99,4.7,2549,1,2549
ValueBull,Dogs,2,175.99,3.95,105,2,105
ValueWrap,Dogs,1,119.99,4.6,132,1,132
Van Beek,Dogs,1,,4.7,591,2,591
Van Ness,Cats,3,5.306666666666667,4.233333333333333,771,7,771
Vastar,Dogs,1,8.99,4.6,30939,7,30939
Vealind,Cats,1,13.99,4.0,1433,1,1433
Vebiso,Cats,1,6.99,4.1,41,1,41
Vedem,Dogs,1,14.99,3.5,13,1,13
Veehoo,Dogs,5,49.39,4.36,6052,10,6052
Veken,Cats,3,19.99,4.333333333333333,45667,7,45667
Verus,Cats,1,,4.0,3,1,3
Vet Organics,Dogs,1,,4.3,142,1,142
Vet Promise,Dogs,2,21.45,4.45,260,2,260
Vet's Best,Dogs,6,22.413999999999998,4.016666666666667,43466,21,43466
VetIQ,Dogs,1,13.75,4.2,10152,8,10152
VetPet,Dogs,1,,4.8,26,1,26
VetSmart Formulas,Dogs,1,159.95,4.5,46,1,46
Vetericyn,Dogs,1,18.99,4.5,5333,1,5333
Veterinary Formula,Dogs,1,,4.6,2399,1,2399
Vetflix,Cats,1,29.89,4.3,2046,4,2046
Vetnique Labs,Dogs,3,53.656666666666666,4.3999999999999995,4536,4,4536
Vetrinex Labs,Dogs,1,44.99,3.7,5534,2,5534
Vets Pride USA,Dogs,1,14.99,4.0,82,1,82
Vevins,Dogs,1,9.99,4.2,850,1,850
Victor,Dogs,1,18.99,4.7,1182,1,1182
Vikedi,Cats,1,3.22,4.4,110,1,110
VinDox,Cats,2,13.98,4.449999999999999,2722,3,2722
VipCare,Cats,1,,4.1,82,1,82
Virbac,Dogs,5,30.758,4.62,49547,31,49547
Virbac,Cats,2,10.92,4.35,3275,9,3275
Vision,Birds,1,,3.7,59,1,59
Vitakraft,Small Animals,3,5.226666666666667,4.633333333333333,17088,9,17088
Vitakraft,Birds,2,9.18,4.6,2646,2,2646
Vitakraft,Cats,2,2.48,3.75,1472,3,1472
Vitakraft,Dogs,2,3.49,4.449999999999999,2332,3,2332
Vital Essentials,Cats,4,16.6675,4.325,8833,11,8833
Vital Essentials,Dogs,2,41.99,4.75,9419,7,9419
Vitamets,Dogs,1,25.99,4.3,132,1,132
Vitscan,Dogs,3,8.99,4.266666666666667,6439,6,6439
Vivaglory,Dogs,9,23.434444444444445,4.577777777777778,70596,16,70596
Vivaglory,Cats,3,18.99,4.633333333333333,5666,3,5666
Vivifying,Cats,1,9.99,4.1,3609,4,3609
Volkman,Birds,1,21.77,4.7,463,1,463
Voluas,Cats,1,,3.7,4,1,4
Vonabem,Dogs,1,21.99,4.3,7344,3,7344
Vétoquinol,Cats,4,22.99,4.625,10895,11,10895
W/W Lifetime,Dogs,1,20.99,3.8,32,1,32
WACOOL,Reptiles & Amphibians,1,,4.3,118,1,118
WADDK,Dogs,1,,3.7,114,1,114
WAG,Dogs,5,12.035,4.46,52571,47,52571
WAG,Cats,1,,3.7,96,2,96
WAHL,Dogs,9,17.0,4.155555555555555,29882,16,29882
WAHL,Horses,1,5.95,4.7,128,1,128
WALKTOFINE,Dogs,1,26.99,4.5,3278,1,3278
WAYIMPRESS,Dogs,2,23.865,4.5,8237,4,8237
WDTKPTXL,Cats,1,11.99,4.0,44,1,44
WELACTIN,Dogs,1,59.97,4.7,362,1,362
WEONE,Dogs,1,12.98,4.4,3180,1,3180
WESTERN HOME WH,Cats,1,24.99,4.6,7738,2,7738
WESTERN HOME WH,Dogs,1,29.99,4.4,2331,1,2331
WEVONIGU,Dogs,1,28.99,4.7,525,1,525
WEZVIX,Dogs,1,24.99,4.6,319,1,319
WHIPPY,Dogs,1,16.29,4.7,1881,1,1881
WHISKERDOODLE,Dogs,5,18.06,3.8200000000000003,275,7,275
WICKEDPUP,Dogs,1,24.99,4.6,4817,1,4817
WIGZI,Dogs,1,20.93,4.5,645,1,645
WILD FRONTIER,Cats,1,,4.4,266,6,266
WILD FRONTIER,Dogs,1,,4.3,119,2,119
WINDRACING,Dogs,1,35.99,4.4,926,2,926
WINSEE,Dogs,1,19.99,4.5,19794,5,19794
WINSOON,Dogs,1,16.9,3.7,4639,1,4639
WLBINGLUO,Cats,1,13.99,3.9,20,1,20
WNPETHOME,Dogs,1,29.68,4.4,3353,1,3353
WONDAY,Dogs,1,18.99,4.0,1839,1,1839
WONDER MIRACLE,Dogs,1,13.98,4.2,10844,7,10844
WONDERPUP,Dogs,1,,4.3,2530,1,2530
WOOFMEW,Dogs,1,,3.7,291,2,291
WOPET,Cats,1,89.99,4.4,5269,2,5269
WOPOKY,Dogs,2,18.99,4.35,480,3,480
WOWOWMEOW,Small Animals,1,16.99,4.5,2017,2,2017
WUHOSTAM,Reptiles & Amphibians,1,14.44,4.4,118,1,118
WWE,Dogs,2,,4.550000000000001,97,2,97
Wagever,Dogs,1,22.99,4.7,19,1,19
Waggin Tails,Dogs,1,16.09,4.8,1803,1,1803
Wainbowa,Dogs,1,16.99,4.2,1081,1,1081
Wakeu Pet Supplies,Dogs,1,1.01,4.4,90,1,90
Walk Your Dog With Love,Dogs,1,,4.0,506,1,506
Walkin' Wheels,Dogs,1,224.25,4.2,749,1,749
WantChew,Dogs,1,9.0,4.5,937,1,937
Ware Manufacturing,Small Animals,3,41.986666666666665,4.3999999999999995,1924,4,1924
Ware Manufacturing,Cats,1,15.46,4.4,78,1,78
Ware Manufacturing,Dogs,1,6.99,4.1,121,1,121
WarmShe,Dogs,1,7.89,4.1,142,1,142
WaterYalan,Fish & Aquatic Pets,1,17.99,4.2,267,1,267
Way Basics,Cats,1,88.99,3.7,5021,1,5021
WeHome,Dogs,1,,4.0,26,1,26
WePet,Cats,2,18.99,4.65,17149,7,17149
WePet,Dogs,1,9.99,4.4,368,1,368
WePtz,Dogs,1,,4.1,358,1,358
Weewooday,Dogs,3,17.49,4.433333333333334,1130,3,1130
Weewooday,Cats,1,13.99,4.2,1430,1,1430
WeinaBingo,Dogs,1,8.99,4.5,2896,1,2896
Weiss Walkie,Dogs,2,24.72,4.5,791,2,791
Wellness,Dogs,10,24.50857142857143,4.54,37391,41,37391
Wellness,Cats,5,34.97666666666667,4.32,12008,36,12008
Wellness Natural Pet Food,Dogs,3,82.99,3.9333333333333336,2690,6,2690
Wellness Natural Pet Food,Cats,2,2.37,4.4,12094,16,12094
Weruva,Cats,2,17.49,4.199999999999999,5709,18,5709
Weruva,Fish & Aquatic Pets,1,23.88,4.2,39,11,39
Wesco,Birds,1,15.19,4.5,243,1,243
West Coast Pet Products,Cats,1,16.95,4.4,567,3,567
West Paw,Dogs,6,17.74,4.5,34828,12,34828
Westminster Pet,Dogs,1,8.49,3.7,30,1,30
Wet Noses,Dogs,2,27.990000000000002,4.449999999999999,3961,5,3961
What's Barking,Dogs,1,34.95,4.5,210,1,210
Whimzees,Dogs,4,11.49,4.6,11897,6,11897
Whiskas,Cats,2,,4.85,247,2,247
Whisker Lickin's,Cats,3,23.24,4.633333333333334,6730,5,6730
Whistle,Dogs,1,29.95,4.3,1390,2,1390
WhiteTail Naturals,Dogs,1,24.99,4.5,1325,1,1325
Whole Earth Farms,Dogs,2,13.98,4.55,354,4,354
Whole Earth Farms,Cats,1,,4.1,79,1,79
Whole Life Pet Products,Dogs,1,5.99,4.6,391,1,391
Wholesome Pride,Dogs,1,11.07,4.2,114,1,114
Wieppo,Dogs,1,,3.9,62,1,62
Wild Harvest,Birds,2,8.98,4.449999999999999,2544,3,2544
Wild Harvest,Small Animals,2,10.32,4.65,4232,2,4232
Wild for Life,Dogs,1,,3.5,2,1,2
