brand,product_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
PAWCHIE,Apparel & Accessories,1,12.99,4.5,1734,1,1734
PAWCHIE,"Collars, Harnesses & Leashes",1,,4.1,34,1,34
PAWDAY,"Collars, Harnesses & Leashes",1,15.99,3.7,886,1,886
PAWISE,Training & Behavior Aids,1,89.99,4.3,825,1,825
PAWLAND,Beds & Furniture,1,,4.0,57,1,57
PAWNISAW,Houses & Habitats,1,15.99,4.4,45,1,45
PAWUP,Treats,1,17.99,4.4,270,1,270
PAWZ Road,Beds & Furniture,3,21.99,4.466666666666666,25447,15,25447
PAWZ Road,Apparel & Accessories,1,13.99,4.4,5647,1,5647
PAWZ Road,Toys,1,19.99,4.8,2684,1,2684
PAZ'S GIFT,Toys,2,12.99,4.3,2174,2,2174
PD PHANINDRA,"Collars, Harnesses & Leashes",1,,3.6,164,1,164
PEEKAB,Beds & Furniture,1,26.97,4.1,1305,1,1305
PEGETABLES,Treats,2,,3.75,76,2,76
PEGGY11,Feeding & Watering Supplies,2,29.485,4.7,22379,4,22379
PERSUPER,"Collars, Harnesses & Leashes",1,9.99,4.0,586,1,586
PET ARTIST,Feeding & Watering Supplies,1,24.99,4.7,3425,1,3425
PET CARE Sciences,Grooming,1,14.97,4.2,360,1,360
PET JERKY FACTORY,Treats,1,10.73,4.6,4236,14,4236
PET KREWE UNLEASH THE PARADE,Apparel & Accessories,1,,4.3,31,1,31
PET MUNCHIES,Treats,1,38.08,4.6,485,1,485
PET SHOW,Apparel & Accessories,1,12.99,4.4,1817,1,1817
PET SHOW,"Collars, Harnesses & Leashes",1,13.99,4.5,514,2,514
PET STANDARD,Feeding & Watering Supplies,1,16.99,4.4,275,1,275
PET&CUDDLE,"Collars, Harnesses & Leashes",1,17.99,4.3,5996,1,5996
PET-EVER,Food,2,50.69,4.6,272,6,272
PETAGE,"Collars, Harnesses & Leashes",1,9.99,4.4,2678,3,2678
PETCEE,Apparel & Accessories,1,8.39,4.3,1904,1,1904
PETDOTT,Feeding & Watering Supplies,1,14.09,4.2,156,1,156
PETFAVORITES,"Collars, Harnesses & Leashes",2,15.489999999999998,4.5,827,3,827
PETFAVORITES,Toys,1,10.99,4.6,6438,4,6438
PETGOGO,Training & Behavior Aids,1,7.99,4.4,484,1,484
PETITE CUISINE,Food,1,,4.1,148,1,148
PETLIBRO,Feeding & Watering Supplies,2,41.99,4.1,15490,2,15490
PETLOFT,Apparel & Accessories,1,9.99,4.0,1173,1,1173
PETMAKER,Beds & Furniture,6,39.376,4.2,27168,21,27168
PETMAKER,"Doors, Gates & Ramps",2,86.845,3.8499999999999996,118,6,118
PETMAKER,Litter & Housebreaking,1,18.49,4.3,907,13,907
PETNANNY,"Collars, Harnesses & Leashes",3,27.656666666666666,4.433333333333334,1248,3,1248
PETNF,Feeding & Watering Supplies,1,27.88,4.4,8270,2,8270
PETNF,Toys,1,51.0,4.0,608,1,608
PETNOZ LIFE,Litter & Housebreaking,1,34.99,4.8,489,1,489
PETPSILAB,Training & Behavior Aids,1,25.99,4.4,80,1,80
PETRAGEOUS,Feeding & Watering Supplies,2,15.045000000000002,4.5,884,4,884
PETSLA,Toys,1,12.99,4.4,9576,4,9576
PETSTA,Toys,2,14.99,4.6,2330,2,2330
PETSWORLD,Litter & Housebreaking,1,64.99,4.6,3015,1,3015
PETTOM,Carriers & Strollers,1,,4.4,728,1,728
PETTOM,Training & Behavior Aids,1,13.99,4.5,402,1,402
PHOEPET,"Collars, Harnesses & Leashes",2,22.115,4.5,29434,12,29434
PICK FOR LIFE,Apparel & Accessories,1,9.99,3.3,1527,1,1527
PICKUPIK,Apparel & Accessories,1,8.99,4.7,484,1,484
PIFFZEDO,Toys,1,17.99,4.3,3364,1,3364
PIKASEN,Toys,1,,4.3,36,1,36
PIXRIY,Apparel & Accessories,1,7.99,4.1,3274,1,3274
PJYuCien,Beds & Furniture,1,25.99,4.4,208,1,208
PL360,Litter & Housebreaking,1,,4.5,68,1,68
PLANET POOP,Litter & Housebreaking,1,9.99,4.7,605,1,605
PLATO,Treats,3,10.29,4.433333333333334,1916,8,1916
PLATO,Health Supplies,1,44.93,4.4,687,4,687
PLS Pet,Beds & Furniture,1,54.9,4.2,198,3,198
PLUTUS PET,"Collars, Harnesses & Leashes",2,15.989999999999998,4.2,2802,4,2802
PLUTUS PET,Toys,1,16.99,4.0,64,1,64
PODOO,Houses & Habitats,1,9.99,4.2,595,1,595
POMIU,Apparel & Accessories,1,11.99,4.0,1357,1,1357
POPETPOP,Apparel & Accessories,1,12.6,3.4,34,1,34
POPETPOP,Health Supplies,1,10.18,3.6,6,1,6
PORDLIE,"Collars, Harnesses & Leashes",1,20.12,4.0,1624,1,1624
PPOGOO,Litter & Housebreaking,1,19.95,4.4,20388,3,20388
PRAIRIE DOG PET PRODUCTS,Treats,5,21.98,4.12,982,5,982
PRECISION PET,"Crates, Houses & Pens",1,62.95,4.5,618,2,618
PRN Pharmacal Inc,Flea & Tick Control,1,14.45,4.3,219,1,219
PStarDMoon,Houses & Habitats,1,19.99,4.3,1837,1,1837
PULEIDI,Toys,1,36.98,4.2,223,1,223
PUPPBUDD,Beds & Furniture,2,45.99,3.8,15185,5,15185
PUPTECK,"Collars, Harnesses & Leashes",10,16.40111111111111,4.32,46373,26,46373
PUPTECK,Apparel & Accessories,1,6.99,4.5,908,1,908
PUPTECK,Toys,1,17.99,4.0,773,1,773
PURINA Yesterday's News,Litter & Housebreaking,1,,4.4,2233,1,2233
PURRCHED,Beds & Furniture,1,37.99,4.7,59,1,59
PURRFECT FELINE,Toys,1,19.99,4.3,4120,4,4120
PURRfect Cat Toys,Toys,1,11.76,4.6,1301,4,1301
Pacific Pups Products supporting pacificpuprescue.com,Toys,1,10.99,4.2,3213,1,3213
Panther Armor,Beds & Furniture,1,24.99,4.4,7412,2,7412
Parisian Pet,Apparel & Accessories,1,14.95,4.4,4502,10,4502
Parkland Pet,"Crates, Houses & Pens",1,44.99,4.4,17375,8,17375
Pat Your Pet,Grooming,1,14.92,4.6,37671,17,37671
Paw Choice,Grooming,1,14.87,4.3,2512,6,2512
Paw Inspired,Litter & Housebreaking,2,11.99,4.25,1334,3,1334
Paw Legend,Litter & Housebreaking,2,13.99,4.55,33053,13,33053
Paw Lifestyles,"Collars, Harnesses & Leashes",2,19.45,4.6,5673,7,5673
Paw Lifestyles,Litter & Housebreaking,1,10.95,4.6,4374,1,4374
Paw Lifestyles,Training & Behavior Aids,1,17.95,4.6,18959,7,18959
Paw Naturaw,Food,1,,3.3,36,1,36
PawCare,"Collars, Harnesses & Leashes",1,,3.5,12,1,12
PawFam,Litter & Housebreaking,1,,4.4,1244,1,1244
PawFlex,Health Supplies,2,26.950000000000003,3.7,1940,3,1940
PawHut,Birdcages,1,129.99,4.2,140,1,140
PawPail,Litter & Housebreaking,1,5.99,4.5,41,1,41
PawPawify,"Collars, Harnesses & Leashes",1,16.99,4.5,758,1,758
Pawaboo,"Collars, Harnesses & Leashes",2,13.49,4.1,13942,6,13942
Pawaboo,Carriers & Travel Products,1,28.99,4.1,27240,2,27240
Pawaii,Feeding & Watering Supplies,1,34.99,4.7,221,1,221
Pawdoer,Toys,1,11.99,4.5,958,1,958
Pawfect Pets,Feeding & Watering Supplies,1,49.99,4.6,1899,1,1899
Pawfly,Aquarium Pumps & Filters,1,5.99,4.5,1211,1,1211
Pawluxury,Treats,1,,3.4,97,4,97
Pawnana,Toys,1,6.99,4.3,729,1,729
Paws & Pals,Carriers & Travel Products,1,23.98,4.4,7186,6,7186
Paws & Pals,"Crates, Houses & Pens",1,64.98,4.5,1562,1,1562
Paws & Pals,Health Supplies,1,22.98,4.0,366,2,366
Paws Aboard,Apparel & Accessories,1,39.99,4.5,6884,1,6884
Paws of Kerry,Health Supplies,1,14.95,4.2,471,2,471
Pawstopia,Health Supplies,1,13.95,4.3,289,1,289
Pawstruck,Treats,6,170.98200000000003,4.333333333333333,18120,16,18120
Pawtitas,"Collars, Harnesses & Leashes",4,11.067499999999999,4.6,13592,5,13592
Peak Pooch,"Collars, Harnesses & Leashes",3,18.323333333333334,4.066666666666666,2656,4,2656
Peanuts for Pets,Toys,1,10.99,4.6,398,1,398
Pecute,Beds & Furniture,1,,4.0,243,1,243
Pecute,Carriers & Travel Products,1,79.99,4.4,530,1,530
Pedgot,Apparel & Accessories,3,8.99,4.166666666666667,830,3,830
Pedigree,Food,8,37.7375,4.4,63524,94,63524
Pedigree,Treats,8,9.3375,4.4875,66339,104,66339
Penn-Plax,Aquarium Pumps & Filters,5,15.52,4.04,1818,5,1818
Penn-Plax,Aquarium Cleaners,2,3.305,4.65,18808,4,18808
Penn-Plax,Aquarium Décor,1,12.32,4.0,3074,1,3074
Penn-Plax,Aquariums & Fish Bowls,1,28.48,4.0,1748,1,1748
Penn-Plax,Beds & Furniture,1,219.99,4.3,574,1,574
Penn-Plax,Habitat Décor,1,34.7,4.4,9887,3,9887
Penn-Plax,Houses & Habitats,1,7.78,4.4,162,1,162
Penn-Plax,Toys,1,20.43,4.2,108,1,108
Penn-Plax,Treats,1,11.99,4.3,8716,3,8716
Peppy Pooch,Treats,1,,4.0,288,1,288
Perfect Coat,Grooming,1,,4.4,287,1,287
Peritas,Litter & Housebreaking,1,69.99,4.3,3090,3,3090
Perri's,"Collars, Harnesses & Leashes",1,35.95,4.3,5,1,5
Pet 'n Shape,Treats,4,17.69,4.5,6996,17,6996
Pet Botanics,Treats,1,12.99,4.6,306,1,306
Pet Brands,Treats,1,,3.8,177,1,177
"Pet Center, Inc.",Treats,1,,4.0,19,1,19
Pet Champion,Training & Behavior Aids,1,,4.4,551,1,551
Pet Craft Supply,Toys,6,18.19666666666667,4.2,11423,20,11423
Pet Craft Supply,Apparel & Accessories,4,,4.15,1140,7,1140
Pet Craft Supply,Beds & Furniture,2,,4.050000000000001,257,6,257
Pet Cuisine,Treats,1,,4.4,391,3,391
Pet Dreams,"Crates, Houses & Pens",2,79.99,4.15,569,3,569
Pet Dreams,Beds & Furniture,1,,4.4,2095,1,2095
Pet Dwelling,"Collars, Harnesses & Leashes",1,10.98,4.4,1639,1,1639
Pet Eden,Treats,1,,4.0,175,1,175
Pet Factory,Treats,3,20.513333333333335,4.366666666666667,11356,11,11356
Pet Faves,Grooming,1,9.9,4.6,1500,1,1500
Pet Fit For Life,Litter & Housebreaking,1,35.95,4.5,583,2,583
Pet Gear,Carriers & Travel Products,6,103.074,4.3500000000000005,5244,10,5244
Pet Gear,Beds & Furniture,4,64.9825,4.45,25291,21,25291
Pet Gear,Carriers & Strollers,1,131.98,4.3,62,1,62
Pet Gear,"Crates, Houses & Pens",1,242.98,4.1,460,1,460
Pet Greens,Treats,1,6.49,4.4,1307,1,1307
Pet Health Pharma,Health Supplies,1,18.89,4.4,1818,3,1818
Pet King Brands,Grooming,1,14.99,4.7,1092,1,1092
Pet King Brands,Health Supplies,1,18.49,4.3,1407,1,1407
Pet Life,Apparel & Accessories,1,26.99,4.2,47,2,47
Pet Link,Health Supplies,1,23.33,4.1,3419,5,3419
Pet Magasin,Litter & Housebreaking,3,17.656666666666666,4.4,48496,19,48496
Pet Magasin,Carriers & Travel Products,1,24.97,4.6,11954,7,11954
Pet Naturals,Health Supplies,4,8.16,4.15,3384,9,3384
Pet Naturals,Treats,1,8.25,4.4,1379,2,1379
Pet Paradise,Beds & Furniture,1,29.99,4.3,211,1,211
Pet Qwerks,Toys,8,8.943999999999999,4.0625,94461,70,94461
Pet Soft,Litter & Housebreaking,3,14.32,4.3,3873,3,3873
Pet Union,"Collars, Harnesses & Leashes",1,16.99,3.9,10528,2,10528
Pet Vitamin Co,Health Supplies,1,22.99,4.0,1751,1,1751
Pet Wellbeing,Health Supplies,1,47.95,4.0,797,2,797
Pet's Company,"Collars, Harnesses & Leashes",1,10.49,4.5,7091,1,7091
Pet-It Productions,Toys,1,,3.8,151,1,151
PetANTastic,"Collars, Harnesses & Leashes",2,9.45,4.7,30181,12,30181
PetAg,Grooming,3,14.99,4.333333333333333,1788,3,1788
PetAg,Health Supplies,2,85.78500000000001,4.7,5221,2,5221
PetAmi,Carriers & Travel Products,3,35.99,4.6,20902,7,20902
PetAmi,Beds & Furniture,1,26.99,4.6,9364,3,9364
PetAmi,Training & Behavior Aids,1,13.99,4.6,6203,1,6203
PetArmor,Flea & Tick Control,1,12.05,4.3,7118,3,7118
PetBed4Less,Beds & Furniture,1,11.95,4.4,403,1,403
PetBoBo,Apparel & Accessories,1,12.58,4.1,1383,1,1383
PetBoBo,Litter & Housebreaking,1,,3.4,136,1,136
PetBonus,Feeding & Watering Supplies,2,8.99,4.7,8634,7,8634
PetFusion,Feeding & Watering Supplies,3,32.82,4.633333333333333,4742,3,4742
PetFusion,Beds & Furniture,2,28.56,4.449999999999999,1174,3,1174
PetFusion,Litter & Housebreaking,2,64.99,4.5,3460,7,3460
PetFusion,Toys,1,19.99,4.7,130,1,130
PetHonesty,Flea & Tick Control,1,27.99,3.9,4489,1,4489
PetHonesty,Grooming,1,20.99,4.6,6097,1,6097
PetHonesty,Health Supplies,1,11.99,3.8,445,1,445
PetHub,"Collars, Harnesses & Leashes",1,,4.8,29,1,29
PetKnowledgy,Treats,1,,2.9,15,1,15
PetLike,Toys,1,11.99,4.7,1429,1,1429
PetLove,"Collars, Harnesses & Leashes",1,11.99,4.2,4179,2,4179
PetNC Natural Care,Health Supplies,1,8.85,4.4,214,1,214
PetNova,Litter & Housebreaking,1,24.95,4.3,327,1,327
PetProjekt,Toys,1,,3.7,20,1,20
PetSafe,"Collars, Harnesses & Leashes",16,45.376666666666665,4.15625,172364,63,172364
PetSafe,Toys,10,14.31,3.95,12246,15,12246
PetSafe,Training & Behavior Aids,8,135.35714285714286,4.275,57305,19,57305
PetSafe,Feeding & Watering Supplies,7,57.43333333333334,4.3428571428571425,57854,29,57854
PetSafe,"Doors, Gates & Ramps",6,44.425,4.266666666666667,53926,20,53926
PetSafe,Litter & Housebreaking,5,72.91999999999999,4.18,68925,12,68925
PetSafe,"Cat Doors, Steps, Nets & Pens",4,59.925,4.325,10205,11,10205
PetSafe,Carriers & Travel Products,3,46.52333333333333,4.266666666666667,21887,15,21887
PetSafe,Treats,2,,4.2,575,2,575
PetSafe,Beds & Furniture,1,53.62,4.2,62618,36,62618
PetSafe,Repellents & Training Aids,1,16.95,4.3,1688,2,1688
PetSport,Toys,1,14.37,4.2,817,3,817
PetSpy,"Collars, Harnesses & Leashes",2,64.49,3.9000000000000004,5580,2,5580
PetTech,"Collars, Harnesses & Leashes",1,,3.9,2299,1,2299
PetUltimates,Health Supplies,1,35.95,4.4,2869,1,2869
Petall,Apparel & Accessories,1,7.99,4.6,148,2,148
Petaste,Toys,2,,3.5999999999999996,85,7,85
Petbobi,Apparel & Accessories,1,19.99,3.4,2266,2,2266
Petbobi,"Collars, Harnesses & Leashes",1,7.99,4.6,283,1,283
Petbobi,Toys,1,17.99,3.9,80,7,80
Petbotic,Litter & Housebreaking,1,49.99,3.5,70,1,70
Petcare,Apparel & Accessories,1,11.88,4.4,554,1,554
Petcare,"Collars, Harnesses & Leashes",1,11.88,4.1,1038,1,1038
Petco,"Collars, Harnesses & Leashes",1,,3.7,6,1,6
Petego,Feeding & Watering Supplies,1,,4.1,114,1,114
Petest,Beds & Furniture,1,27.99,4.1,52,1,52
Petest,Training & Behavior Aids,1,16.86,4.6,8831,7,8831
Pethiy,Apparel & Accessories,1,13.99,4.1,389,1,389
Pethiy,"Crates, Houses & Pens",1,27.99,4.5,433,2,433
Petiry,"Collars, Harnesses & Leashes",1,7.99,4.6,1105,2,1105
Petkin,Grooming,1,28.99,4.7,1467,1,1467
Petlab Co.,Treats,1,,4.5,32,1,32
Petlex,Litter & Housebreaking,1,19.98,4.0,14,1,14
Petlinks,Toys,4,5.913333333333334,3.9250000000000003,10367,6,10367
Petlinks,Beds & Furniture,1,16.99,4.4,6135,8,6135
Petmate,Feeding & Watering Supplies,6,34.54333333333334,4.3,97967,56,97967
Petmate,Litter & Housebreaking,5,18.3625,4.34,45876,31,45876
Petmate,Beds & Furniture,2,50.61,3.9,411,2,411
Petmate,Carriers & Strollers,2,84.42500000000001,4.35,6615,15,6615
Petmate,"Collars, Harnesses & Leashes",2,6.57,4.2,598,2,598
Petmate,"Crates, Houses & Pens",1,61.95,4.4,4124,6,4124
Petmate,Toys,1,8.23,4.3,2212,1,2212
Petmegoo,"Collars, Harnesses & Leashes",1,9.99,4.7,4501,1,4501
Petology,Grooming,1,34.99,4.6,27,1,27
Petoo,Training & Behavior Aids,1,24.99,4.6,999,1,999
Petparty,Apparel & Accessories,4,10.99,4.1,2393,5,2393
Petper,Grooming,1,,4.0,52,3,52
Petrainer,"Collars, Harnesses & Leashes",2,36.99,4.0,8264,3,8264
Petrodex,Health Supplies,1,,4.6,15,1,15
Petronics,"Collars, Harnesses & Leashes",1,,3.9,3308,3,3308
Petroom,Apparel & Accessories,2,9.99,4.4,6201,3,6201
Pets Are Kids Too,Health Supplies,1,17.67,4.2,3880,2,3880
Pets First,Apparel & Accessories,1,,4.1,10,1,10
Pets First,"Collars, Harnesses & Leashes",1,10.99,4.6,116,1,116
Pets vv,Beds & Furniture,1,11.99,4.2,1224,1,1224
Pets&Goods,Toys,1,8.98,4.5,1116,1,1116
PetsHome,Training & Behavior Aids,1,15.99,4.4,6029,2,6029
Petsfit,Beds & Furniture,1,112.66,4.5,201,1,201
Petsfit,Carriers & Strollers,1,49.99,4.6,1235,1,1235
Petsfit,Carriers & Travel Products,1,18.99,4.0,412,1,412
Petstages,Toys,5,9.49,4.32,53871,29,53871
Petyoung,Carriers,1,18.99,2.8,163,1,163
PetzLife,Health Supplies,1,,4.2,463,1,463
"Phydeaux, Enterprises Inc",Treats,1,,4.3,35,1,35
Piang Gouer,"Collars, Harnesses & Leashes",1,,4.1,20,1,20
PietyPet,Aquarium Décor,1,,4.4,105,1,105
Pieviev,Litter & Housebreaking,1,23.99,4.4,59138,12,59138
Piggy Poo and Crew,Feeding & Watering Supplies,1,23.99,5.0,3,1,3
Pinkaholic New York,Apparel & Accessories,1,,3.0,1,1,1
Pioneer Pet,Beds & Furniture,1,12.49,3.8,6689,5,6689
Pioneer Pet,Feeding & Watering Supplies,1,16.14,3.9,3942,2,3942
Pipidog,"Collars, Harnesses & Leashes",2,10.99,4.7,5388,3,5388
Piskyet,"Crates, Houses & Pens",1,,4.8,47,1,47
Planet Dog,Toys,3,20.99,4.0,10381,8,10381
Planet Pleasures,Toys,1,6.54,4.6,384,1,384
Platinum Pets,Feeding & Watering Supplies,5,24.2875,4.26,7064,8,7064
Platinum Pets,"Collars, Harnesses & Leashes",1,,4.1,2627,2,2627
PlayaPup,Apparel & Accessories,1,9.99,3.7,267,1,267
Playology,Toys,2,12.489999999999998,4.05,2661,3,2661
Podinor,Feeding & Watering Supplies,1,15.99,4.3,3618,1,3618
Pogi's Pet Supplies,Litter & Housebreaking,1,29.99,4.5,4762,2,4762
Pokeboo,Toys,1,7.0,3.3,138,1,138
Polar Aurora,Grooming,1,105.99,4.6,3090,3,3090
Polarduck,Litter & Housebreaking,1,12.69,4.2,13857,2,13857
Polkadog,Treats,1,66.59,4.6,2856,4,2856
Polly's,Birdcage Accessories,1,25.08,3.8,44,2,44
PoochMaison,"Collars, Harnesses & Leashes",1,,3.4,10,1,10
PoochieBells,"Doors, Gates & Ramps",1,14.62,4.6,780,1,780
Poohoo,Beds & Furniture,1,38.99,4.5,2121,1,2121
Potchen,Apparel & Accessories,1,24.99,4.5,255,1,255
Pounce,Treats,1,,4.5,248,1,248
PowerKing,Beds & Furniture,1,19.98,4.4,269,1,269
PoyPet,"Collars, Harnesses & Leashes",7,18.867142857142856,4.514285714285714,88399,27,88399
Prairie Horse Supply,Health Supplies,2,12.489999999999998,4.449999999999999,2441,3,2441
Precision Pet Products,"Crates, Houses & Pens",1,158.01,4.1,6334,2,6334
Precision Pet Products,Litter & Housebreaking,1,40.05,4.3,233,1,233
Preferhouse,Apparel & Accessories,2,21.99,4.35,419,2,419
PremiPet,"Collars, Harnesses & Leashes",1,28.99,4.4,114,1,114
Premo Probiotic,Health Supplies,1,29.97,4.2,1113,3,1113
Presidio,Treats,1,11.96,4.1,4809,5,4809
Prestige,Training & Behavior Aids,1,20.42,4.2,191,1,191
Prevue Hendryx,Birdcages,1,217.08,4.4,1940,1,1940
Prevue Pet Products,Birdcage Accessories,4,12.42,4.15,3420,5,3420
Prevue Pet Products,Birdcages,1,239.33,4.6,4150,2,4150
Prevue Pet Products,"Cat Doors, Steps, Nets & Pens",1,210.0,4.6,2316,1,2316
Primal Pet Gear,Training & Behavior Aids,1,13.95,4.7,3469,2,3469
PrimePets,Toys,2,11.99,4.35,690,2,690
Primens,Grooming,1,33.99,4.3,8605,1,8605
Primetime Petz,Treats,1,,3.4,40,1,40
Pro Pet Works,Health Supplies,1,,4.2,2131,1,2131
Pro Select,"Crates, Houses & Pens",1,286.32,3.6,45,1,45
Pro Select,Feeding & Watering Supplies,1,12.19,4.2,243,2,243
ProDen PlaqueOff,Health Supplies,1,41.99,4.4,6216,4,6216
ProSense,Grooming,1,9.02,4.5,183,1,183
ProSense,Health Supplies,1,,4.1,74,1,74
Prodigen,Carriers & Strollers,1,39.99,4.6,17414,1,17414
Prodigen,Carriers & Travel Products,1,36.99,4.6,1795,1,1795
Professional's Choice,Health Supplies,1,19.98,4.5,399,1,399
Prosper Pet,Toys,1,24.99,4.7,6561,4,6561
Prosper Pets,"Collars, Harnesses & Leashes",1,,4.3,322,1,322
Prosperity Pets,Treats,1,,4.0,188,2,188
Protex PawZ,Apparel & Accessories,1,19.0,3.6,8987,2,8987
Protover,"Terrarium Bedding, Sand & Substrate",1,17.99,4.4,57,1,57
Providence Engraving,"Collars, Harnesses & Leashes",2,5.99,4.65,62342,11,62342
Pup-Peroni,Treats,4,23.97,4.675,18806,19,18806
PupGrade,Treats,1,17.95,3.9,35,1,35
Pupford,Treats,2,25.990000000000002,4.4,14639,5,14639
Puppia,"Collars, Harnesses & Leashes",7,16.62857142857143,4.428571428571429,43848,33,43848
Puppy Love,Terrarium Heat Lamps & Mats,1,20.99,4.5,1638,1,1638
PuppyDoggy,Litter & Housebreaking,3,7.489999999999999,4.633333333333333,2665,14,2665
PuppyDoggy,"Collars, Harnesses & Leashes",1,9.99,4.6,1607,1,1607
PureBites,Treats,4,16.595,4.45,15076,12,15076
Purina,Treats,2,22.25,4.25,272,5,272
Purina ALPO Brand Dog Food,Treats,2,7.87,4.45,478,2,478
Purina Beggin',Treats,1,,4.8,10062,14,10062
Purina Beyond,Food,3,9.49,4.233333333333333,7149,16,7149
Purina Cat Chow,Food,2,29.16,4.699999999999999,15212,5,15212
Purina Fancy Feast,Food,12,15.726666666666667,4.641666666666667,110464,171,110464
Purina Fancy Feast,Treats,1,13.48,4.8,5157,5,5157
Purina Honest to Dog,Treats,1,,4.4,775,8,775
Purina ONE,Food,8,32.49333333333333,4.6875,90559,67,90559
Purina Prime Bones,Treats,1,15.19,4.5,9795,23,9795
Purina Pro Plan,Food,20,44.552727272727275,4.59,131193,147,131193
Purina Pro Plan Veterinary Diets,Health Supplies,1,30.99,4.7,39781,23,39781
Purina Tidy Cats,Litter & Housebreaking,3,26.835,4.6000000000000005,12557,10,12557
Purple Dragon,Grooming,1,48.0,4.3,403,1,403
Purrdy Paws,Grooming,1,11.99,3.7,88,2,88
Purrfect Arch,Toys,1,,3.8,3288,8,3288
Putvf,Toys,1,,3.5,17,2,17
Python,Aquarium Cleaners,1,8.19,4.5,9991,6,9991
QBLEEV,Toys,1,15.95,4.4,1671,2,1671
QDAN,Toys,1,15.99,4.4,6586,1,6586
QIAONIUNIU,Apparel & Accessories,1,12.52,4.0,91,1,91
QIAOQI,Beds & Furniture,1,29.99,4.0,423,1,423
QLIFE,Feeding & Watering Supplies,1,42.99,4.4,209,2,209
QQPETS,"Collars, Harnesses & Leashes",5,13.59,4.4399999999999995,18801,5,18801
QUEENS NOSE,Carriers & Travel Products,1,172.22,4.5,291,1,291
QUMY,Apparel & Accessories,5,16.19,4.04,44616,11,44616
QUMY,Aquarium Décor,1,10.99,4.5,5571,3,5571
QWINEE,Apparel,1,4.99,4.2,17,1,17
QWINEE,Apparel & Accessories,1,13.99,4.2,18,1,18
QayKy,Beds & Furniture,1,41.99,4.7,40,1,40
QiCheng&LYS,Apparel & Accessories,1,9.99,4.0,44,1,44
Qiaosite,Training & Behavior Aids,1,14.98,4.6,435,1,435
QingLuo,Apparel & Accessories,1,11.99,4.4,1154,1,1154
Qisiewell,Grooming,1,,3.9,112,1,112
Queenmore,Apparel & Accessories,7,23.847142857142853,4.5285714285714285,15920,11,15920
Quickun,Aquarium Pumps & Filters,1,7.99,3.8,1496,1,1496
Quiet Spot,"Collars, Harnesses & Leashes",1,13.99,4.6,3086,1,3086
Quiko,Food,1,,4.6,600,4,600
RC Pet Products,Apparel & Accessories,8,24.16,4.45,13240,16,13240
RC Pet Products,"Collars, Harnesses & Leashes",6,9.0,4.6000000000000005,10401,10,10401
RC Pet Products,Feeding & Watering Supplies,1,,4.6,726,2,726
REDLINE K-9,"Collars, Harnesses & Leashes",1,19.99,4.6,71,1,71
REMOVEURINE,Litter & Housebreaking,1,57.99,4.0,1710,3,1710
REPTI ZOO,Terrariums,1,481.2,4.5,436,1,436
REQIHO,Toys,1,11.99,4.4,97,1,97
RIOGOO,Beds & Furniture,1,39.99,4.4,9715,7,9715
ROJECO,Feeding & Watering Supplies,1,38.99,3.9,111,1,111
ROK Strap,"Collars, Harnesses & Leashes",1,36.99,4.7,108,1,108
ROMANTIC BEAR,Health Supplies,1,23.99,4.0,75,1,75
ROYAL PAW,Training & Behavior Aids,1,35.95,4.7,2934,1,2934
ROZKITCH,Apparel & Accessories,1,24.99,3.5,18,1,18
RQM Pet,"Collars, Harnesses & Leashes",1,,3.8,164,1,164
RRQKMBO,Grooming,1,13.99,4.0,311,1,311
RUFFWEAR,Apparel & Accessories,5,54.223333333333336,4.34,2780,5,2780
RUFFWEAR,"Collars, Harnesses & Leashes",5,38.28333333333334,4.62,19683,6,19683
Rabeltoff,Feeding & Watering Supplies,1,19.8,4.6,171,1,171
Rachael Ray Nutrish,Food,9,12.715,4.466666666666667,11062,20,11062
Ranch Rewards,Treats,1,,2.9,37,1,37
Raw Paws,Treats,1,37.99,4.5,249,1,249
Real Meat,Treats,1,33.99,4.7,413,1,413
Red Dingo,"Collars, Harnesses & Leashes",3,17.535,4.133333333333334,734,3,734
Redbarn Pet Products,Food,2,91.89,4.35,1270,2,1270
Redbarn Pet Products,Treats,1,,4.5,342,6,342
Regal Dog Products,"Collars, Harnesses & Leashes",1,15.99,4.6,1256,1,1256
Reginary,Apparel & Accessories,1,19.98,4.2,367,1,367
Reopet,Feeding & Watering Supplies,1,13.99,4.5,34884,8,34884
Repashy,Food,1,29.99,4.8,349,1,349
Resco,Grooming,2,16.99,4.45,1208,4,1208
Rest-Eazzzy,Feeding & Watering Supplies,1,6.99,4.7,10380,2,10380
Revival Animal Health,Health Supplies,1,,4.5,1614,1,1614
Richell,Litter & Housebreaking,1,,4.4,931,1,931
Rite Farm Products,Feeding & Watering Supplies,1,7.89,4.4,15,1,15
Rmolitty,Toys,2,12.99,4.2,7607,2,7607
RoadRunner,"Collars, Harnesses & Leashes",1,,4.2,7,1,7
Rockever,Houses & Habitats,1,185.99,3.6,601,1,601
Rogz,"Collars, Harnesses & Leashes",5,14.297999999999998,4.5,4533,8,4533
Rogz,Toys,1,,4.1,509,1,509
Roses&Poetry,"Collars, Harnesses & Leashes",1,21.69,4.4,50,1,50
Rosewood Pet,Toys,1,16.33,4.3,885,1,885
